;0
0;
1;-0,0023066971863989105
2;-0,0003511923692278205
3;0,010088027404093753
4;-0,0007826951200163834
5;-0,00012046902622057603
6;-0,00786178136455229
7;0,0026476518412585975
8;0,006451592013855597
9;0,004315771246102824
10;0,002147600068780669
11;0,0025604471551929587
12;-0,0011666447034482518
13;0,0032182261328847312
14;-0,014054591294918805
15;0,00959531203234632
16;-0,0017946166331975536
17;-0,0013047792713652155
18;0,008589494098609995
19;-0,0009184344972615331
20;0,006588724214163112
21;0,0015420709455439237
22;-0,0006427873579096997
23;-0,0012079833401703894
24;-0,009749927885548161
25;0,005437887998219665
26;0,0
27;0,0015689690215897512
28;0,007951910787606866
29;0,0002548311757259308
30;0,003730082317413299
31;0,0018468426849634985
32;-0,005361349332848856
33;-0,008903294354294681
34;-0,017725938674770216
35;0,011306188027129122
36;0,0009612867396528204
37;-0,010739180929706308
38;0,015070066867546436
39;0,004804790329873979
40;0,006505513996924116
41;-0,0012141152159179064
42;0,0017293421391170744
43;-0,013694437625555845
44;0,006161408341564247
45;-0,012979767316439047
46;-0,0032130147962474665
47;-0,003243466595241122
48;0,008975667411922747
49;-0,0004249583405584743
50;-0,001568596494518186
51;0,010639313268578126
52;0,003573895995995208
53;0,0
54;0,00034751022390395846
55;0,003298605011998588
56;0,0009208795376283511
57;-0,014287037429708917
58;0,005705094579265149
59;0,018875745489392165
60;0,0030965768889199313
61;-0,0019213292736500157
62;-9,680885744073472e-05
63;-0,0020674913842960428
64;0,004459150729938324
65;-0,012296166171457571
66;0,004857487759088902
67;-0,02000322215272308
68;0,004654810278535221
69;-0,023615193886306632
70;-0,016120772961745987
71;0,010201734652928925
72;-0,012720411586544295
73;0,007209668727643721
74;0,00434988994300101
75;-0,026945862470593614
76;0,023864091109794747
77;0,006140531049158308
78;0,013967054994798203
79;-0,030091371843620453
80;0,00037843212583485024
81;-0,000495431035125495
82;-0,018323392635474025
83;-0,014005396155727918
84;0,0032434724332828335
85;0,024269620884952617
86;-0,0002697571164798055
87;0,0010855024279734103
88;0,011644854192464795
89;-0,0010729284798328043
90;0,011469021350864046
91;-0,008539981844984107
92;-0,023752906038098095
93;0,021685034082517176
94;-0,004189778156130724
95;0,01115431996557325
96;0,0
97;0,010413772946765544
98;-0,011567770658224874
99;0,004242866025263865
100;-0,0170530376474818
101;-0,001273556664693238
102;0,013540209396441103
103;4,756969811127039e-05
104;0,00838438887540626
105;0,00020214271344355664
106;-0,005133585525123787
107;0,028789578897168232
108;0,006067959880852994
109;-0,006745919314823638
110;0,004598464335745744
111;-0,0052702949016412886
112;-0,000342675641092418
113;0,005396660077380033
114;0,0038995076893425552
115;-0,0030279965453488948
116;0,013202134631993177
117;-0,00026505736061067426
118;-0,004555727965035667
119;0,0021022314745667604
120;0,009514881019684316
121;-0,003221691633161984
122;0,008063602755944851
123;-0,0017137636003905794
124;-0,005171850033208772
125;0,004742949835549241
126;-0,008416675898817
127;-0,006594911245262035
128;0,0017598721329448038
129;-0,0007529241070709143
130;-0,02594934319537974
131;0,0037912089467763673
132;0,008764332750925656
133;-0,002444433216173363
134;-0,000976807501405077
135;0,013693453914878704
136;0,0037058028405670437
137;-0,006484397720917392
138;0,01192067096231093
139;-0,026778846694407915
140;0,0008018316649464065
141;-0,004967106519623009
142;0,011977221301780137
143;-0,029809710205359812
144;-0,0005761950274483659
145;-0,014390014979561175
146;-0,010038523501742003
147;0,0286777887396886
148;-0,007094414891784351
149;-0,013300535255893498
150;0,005216703870487721
151;-0,017614502402235385
152;0,004476211541509222
153;-0,016055125765564445
154;0,0
155;0,016749473800682077
156;-0,023520085858925
157;0,014826894647315632
158;0,028159596429260164
159;0,000476394654334106
160;0,007740155083124082
161;-0,005904755844505087
162;-0,0065617346307115035
163;0,015075935173540816
164;0,014931635942216703
165;-0,0017861831236897767
166;0,007481942590558766
167;-0,02559591366014849
168;0,0060319185397228825
169;0,0012235295644025396
170;-0,013841566425019707
171;-0,015134904614823051
172;0,006260189772571888
173;-0,0013617702363695643
174;0,004888239535361804
175;0,016532445635784168
176;0,008044566700138226
177;0,0
178;0,0008082535817800888
179;-0,014317517770510687
180;0,001434924405053477
181;-0,00687516494015524
182;0,0
183;-0,014543116598507804
184;0,0
185;-0,0248579500644866
186;0,0032180407641025214
187;-0,018522677387938526
188;0,013532064228746948
189;0,007916746302464807
190;-0,013688696209515521
191;0,010811990589615702
192;-0,025240865236445295
193;-0,0056278855222337484
194;-0,02952421210282545
195;-0,006063725114229976
196;0,0
197;-0,01114710160302055
198;0,02121554790308066
199;0,010012459744009897
200;-0,015999267724421628
201;0,017403533967513082
202;0,006133430118371871
203;-0,004775386083217739
204;0,01663316042666031
205;0,01215605676789849
206;-0,010510753302195471
