Dates;Canada;USA;France;Germany;UK;Australia;Hong Kong;Japan;Belgium;Switzerland;Poland;Russia;South Africa;China;India;South Korea;Greece;Brazil;Hungary;Czech Republic
01.01.1980;;;;;;;;;;;;;;;;;;;;
02.01.1980;;;;;;;;;;;;;;;;;;;;
03.01.1980;;;;;17,16;;;;;;;;;;;;;;;
04.01.1980;;;;;17,11;;;;;;;;;;;;;;;
07.01.1980;;;;;17,13;;;;;;;;;;;;;;;
08.01.1980;;;;;16,78;;;;;;;;;;;;;;;
09.01.1980;;;;;17,09;;;;;;;;;;;;;;;
10.01.1980;;;;;17,03;;;;;;;;;;;;;;;
11.01.1980;;;;;17,22;;;;;;;;;;;;;;;
14.01.1980;;;;;17,38;;;;;;;;;;;;;;;
15.01.1980;;;;;17,34;;;;;;;;;;;;;;;
16.01.1980;;;;;15,75;;;;;;;;;;;;;;;
17.01.1980;;;;;17,19;;;;;;;;;;;;;;;
18.01.1980;;;;;17,38;;;;;;;;;;;;;;;
21.01.1980;;;;;18,38;;;;;;;;;;;;;;;
22.01.1980;;;;;18,13;;;;;;;;;;;;;;;
23.01.1980;;;;;17,34;;;;;;;;;;;;;;;
24.01.1980;;;;;17,5;;;;;;;;;;;;;;;
25.01.1980;;;;;17,63;;;;;;;;;;;;;;;
28.01.1980;;;;;17,56;;;;;;;;;;;;;;;
29.01.1980;;;;;17,63;;;;;;;;;;;;;;;
30.01.1980;;;;;15,81;;;;;;;;;;;;;;;
31.01.1980;;;;;17,94;;;;;;;;;;;;;;;
01.02.1980;;;;;18;;;;;;;;;;;;;;;
04.02.1980;;;;;18;;;;;;;;;;;;;;;
05.02.1980;;;;;17,91;;;;;;;;;;;;;;;
06.02.1980;;;;;17,63;;;;;;;;;;;;;;;
07.02.1980;;;;;17,66;;;;;;;;;;;;;;;
08.02.1980;;;;;17,78;;;;;;;;;;;;;;;
11.02.1980;;;;;18;;;;;;;;;;;;;;;
12.02.1980;;;;;18,44;;;;;;;;;;;;;;;
13.02.1980;;;;;17,69;;;;;;;;;;;;;;;
14.02.1980;;;;;17,88;;;;;;;;;;;;;;;
15.02.1980;;;;;17,88;;;;;;;;;;;;;;;
18.02.1980;;;;;18,25;;;;;;;;;;;;;;;
19.02.1980;;;;;18;;;;;;;;;;;;;;;
20.02.1980;;;;;17,88;;;;;;;;;;;;;;;
21.02.1980;;;;;17,94;;;;;;;;;;;;;;;
22.02.1980;;;;;17,75;;;;;;;;;;;;;;;
25.02.1980;;;;;17,75;;;;;;;;;;;;;;;
26.02.1980;;;;;17,72;;;;;;;;;;;;;;;
27.02.1980;;;;;17,75;;;;;;;;;;;;;;;
28.02.1980;;;;;17,84;;;;;;;;;;;;;;;
29.02.1980;;;;;17,97;;;;;;;;;;;;;;;
03.03.1980;;;;;18,16;;;;;;;;;;;;;;;
04.03.1980;;;;;18,38;;;;;;;;;;;;;;;
05.03.1980;;;;;18,19;;;;;;;;;;;;;;;
06.03.1980;;;;;18,06;;;;;;;;;;;;;;;
07.03.1980;;;;;18;;;;;;;;;;;;;;;
10.03.1980;;;;;18,06;;;;;;;;;;;;;;;
11.03.1980;;;;;18,03;;;;;;;;;;;;;;;
12.03.1980;;;;;17,94;;;;;;;;;;;;;;;
13.03.1980;;;;;17,91;;;;;;;;;;;;;;;
14.03.1980;;;;;17,94;;;;;;;;;;;;;;;
17.03.1980;;;;;18,13;;;;;;;;;;;;;;;
18.03.1980;;;;;18;;;;;;;;;;;;;;;
19.03.1980;;;;;17,88;;;;;;;;;;;;;;;
20.03.1980;;;;;17,94;;;;;;;;;;;;;;;
21.03.1980;;;;;17,78;;;;;;;;;;;;;;;
24.03.1980;;;;;17,78;;;;;;;;;;;;;;;
25.03.1980;;;;;17,75;;;;;;;;;;;;;;;
26.03.1980;;;;;17,75;;;;;;;;;;;;;;;
27.03.1980;;;;;17,58;;;;;;;;;;;;;;;
28.03.1980;;;;;17,88;;;;;;;;;;;;;;;
31.03.1980;;;;;18,09;;;;;;;;;;;;;;;
01.04.1980;;;;;18,09;;;;;;;;;;;;;;;
02.04.1980;;;;;18;;;;;;;;;;;;;;;
